note_id,title,author,publish_time,liked_count,collected_count,comment_count,share_count,tags,caption,image_count,local_image_count,source_note_path
675838a9000000000603bc01,关于晚上上厕所不用开灯这件事儿,好多人都叫Kiki,2024-12-10,34000,4215,4192,71000,脚美甲、人字拖、美甲、荧光、美甲分享、三亚旅行、日常、彩色美甲、沙滩、通勤,以“关于晚上上厕所不用开灯这件事儿”为主题的美甲，整体偏通勤风格。,4,0,data/xhs/raw/20260505_013220/notes/675838a9000000000603bc01.json
608a18b3000000002103de4e,夏日梦幻云朵🌈唯美蓝紫色系星空晕染美甲,斑斓Babylike studio,2021-04-29,100000,84000,583,18000,白色、蓝色、紫色、银色、清透、渐变、水钻、亮片、星星、手绘、温柔、显白、夏季,"白色蓝色美甲，带有渐变, 水钻, 亮片, 星星元素，整体偏温柔, 显白, 夏季风格。",7,0,data/xhs/raw/20260505_013220/notes/608a18b3000000002103de4e.json
665839df0000000005004e5d,温柔感杏仁甲才是yyds！,豆本豆豆奶,2024-05-30,92000,57000,1044,23000,杏仁甲、裸色美甲、清透美甲、氛围感美甲、分享美甲、亲手晒美甲、美甲推荐、百搭美甲、裸色、清透、通勤、温柔,"裸色清透杏仁甲美甲，整体偏通勤, 温柔风格。",8,0,data/xhs/raw/20260505_013220/notes/665839df0000000005004e5d.json
66d850b0000000000c01af11,嫩嫩的磨砂猫眼细节图来噜,BiscuitNymph,2024-09-04,95000,60000,1160,20000,日常美甲、猫眼美甲、猫眼、粉色、丝绒、通勤、温柔,"粉色美甲，带有猫眼, 丝绒元素，整体偏通勤, 温柔风格。",4,0,data/xhs/raw/20260505_013220/notes/66d850b0000000000c01af11.json
661e1e84000000000100635e,🇬🇧Nail Share｜全身上下最先入夏的是指甲,小岛蝉,2024-04-16,90000,69000,1164,18000,留学英国、美甲分享、笔记灵感、伦敦美甲、伦敦美甲推荐、伦敦美甲美睫、英国美甲、美甲ins、短甲美甲、短甲美甲夏天、薄荷美甲、薄荷曼波、粉色、渐变、短甲、韩系、夏季,"粉色短甲美甲，带有渐变元素，整体偏韩系, 夏季风格。",3,0,data/xhs/raw/20260505_013220/notes/661e1e84000000000100635e.json
664c6697000000000f00c323,新美甲look ♡♩氧气感奶茶猫猫有亿点点好看,正义的小米粒,2024-05-21,89000,63000,517,14000,618活动力度、618购物清单、618满减、招商银行信用卡、亲手晒美甲、少女感美甲、ins风美甲、美甲、ins美甲、春日美甲、氛围感美甲、春夏美甲配色、分享美甲、少女心美甲、夏天美甲、纯欲美甲、腮红猫眼法式、招行信用卡优惠、信用卡推荐、裸色、清透、猫眼、法式、渐变,"裸色清透美甲，带有猫眼, 法式, 渐变元素。",10,0,data/xhs/raw/20260505_013220/notes/664c6697000000000f00c323.json
668931c4000000001e0139a4,🇰🇷温柔系美甲和小韩更配🫧,-斯塔里RAN-,2024-07-06,72000,50000,842,21000,笔记灵感、浪漫生活的记录者、美甲、美甲分享、韩国、氛围感美甲、韩国旅游、韩系美甲、我去韩国撒个欢、温柔、韩系,"以“🇰🇷温柔系美甲和小韩更配🫧”为主题的美甲，整体偏温柔, 韩系风格。",4,0,data/xhs/raw/20260505_013220/notes/668931c4000000001e0139a4.json
665f0396000000001500b087,💅美甲！,碎碎小西,2024-06-04,81000,45000,886,13000,美甲、拍照姿势、ins美甲、美甲分享、短甲美甲、短甲、韩系,短甲美甲，整体偏韩系风格。,6,0,data/xhs/raw/20260505_013220/notes/665f0396000000001500b087.json
66bcee3400000000050391d1,💅｜超适合夏天的薄荷曼波➕猫眼！！附细节图,_張,2024-08-15,64000,41000,986,13000,猫眼美甲、细闪美甲、碎钻胶美甲、分享美甲、氛围感美甲、美甲、美甲分享、美甲款式分享、杏仁甲、长款美甲、猫眼、水钻、亮片、长甲、显白、夏季,"杏仁甲美甲，带有猫眼, 水钻, 亮片元素，整体偏显白, 夏季风格。",7,0,data/xhs/raw/20260505_013220/notes/66bcee3400000000050391d1.json
667167ea000000001c037193,🪼把发光水母种在手上,Ms.Taffyyy🌟,2024-06-18,44000,37000,353,17000,偏光美甲、短甲美甲、夏天美甲、蓝色猫眼美甲、蓝色、猫眼、短甲、夏季,蓝色短甲美甲，带有猫眼元素，整体偏夏季风格。,5,0,data/xhs/raw/20260505_013220/notes/667167ea000000001c037193.json
66531ce2000000000f00d853,巨闪！原图无滤镜！,好运且66,2024-05-26,57000,34000,307,11000,想看看你做过最好看的裸色美甲、简约款美甲、氛围感美甲、裸色美甲、简单美甲、百搭美甲、日常美甲、耐看美甲、温柔美甲、甜美风、分享美甲、美甲推荐、裸色、亮片、通勤、温柔,"裸色美甲，带有亮片元素，整体偏通勤, 温柔风格。",4,0,data/xhs/raw/20260505_013220/notes/66531ce2000000000f00d853.json
6798a5d6000000001902f487,带着我的美甲来给大家拜年啦🏮,任敏,2025-01-28,94000,6139,3726,3089,一起开麦唠春晚、记录我的春晚后台,以“带着我的美甲来给大家拜年啦🏮”为主题的美甲，正文描述为：新的一年顺风顺水🥰#一起开麦唠春晚[话题]# #记录我的春晚后台[话题]#。,9,18,data/xhs/raw/20260505_013220/notes/6798a5d6000000001902f487.json
6777b4ab00000000090155da,可爱纯欲感粉嫩小短甲也太显白了！！,YOYO,2025-01-03,38000,29000,273,11000,猫眼美甲、百搭美甲、可爱美甲、纯欲美甲、氛围感美甲、高级美甲、显白美甲、粉色美甲、撞色美甲、少女心美甲、粉色、猫眼、短甲、通勤、显白、轻奢,"粉色短甲美甲，带有猫眼元素，整体偏通勤, 显白, 轻奢风格。",8,0,data/xhs/raw/20260505_013220/notes/6777b4ab00000000090155da.json
67892983000000001602039c,老钱风美甲💅我可以裸甲一辈子！,Ginnyyy,2025-01-16,43000,30000,211,7534,裸甲、美甲、裸色、轻奢、新年,"裸色美甲，整体偏轻奢, 新年风格。",5,10,data/xhs/raw/20260505_013220/notes/67892983000000001602039c.json
6764d1a600000000090171b4,美甲的尽头是奶呼呼白🤩,我要吃面包儿,2024-12-20,45000,27000,254,7118,奶白色美甲、简约纯色、白色,白色美甲，正文描述为：#奶白色美甲[话题]# #简约纯色[话题]#。,2,0,data/xhs/raw/20260505_013220/notes/6764d1a600000000090171b4.json
673085cf0000000019014c66,🎀｜丝绒法式,小李在这,2024-11-10,43000,27000,313,6344,超好看的美甲、法式美甲、美甲、亲手做美甲、极简美甲、温柔美甲、裸色美甲、这就是美甲的意义吧、仙女美甲、氛围感美甲、裸色、法式、丝绒、温柔,"裸色美甲，带有法式, 丝绒元素，整体偏温柔风格。",6,0,data/xhs/raw/20260505_013220/notes/673085cf0000000019014c66.json
67305eca000000003c01af14,ฅᐞ˶⦁༝⦁˶ᐞฅ手绘小猫美甲,紫洋葱Ovo,2024-11-10,39000,25000,463,6310,短甲美甲、本甲美甲、可爱美甲、手绘美甲、手绘可爱美甲、冬日美甲、简单美甲、ins美甲、日系美甲、ins小众美甲、裸色、手绘、短甲、韩系、日系、秋冬,"裸色短甲美甲，带有手绘元素，整体偏韩系, 日系, 秋冬风格。",4,0,data/xhs/raw/20260505_013220/notes/67305eca000000003c01af14.json
677da775000000000100bd72,🇬🇧90岁老太太👵选的颜色,Michelle,2025-01-08,64000,4303,3337,4390,,以“🇬🇧90岁老太太👵选的颜色”为主题的美甲，正文描述为：今日用时1.5H，因为是普通指甲油好久好久才干😂。,2,2,data/xhs/raw/20260505_013220/notes/677da775000000000100bd72.json
5eecaf86000000000101d0fb,脚美甲｜镜面➕白跳色 夏日超显白💅,奶油泡芙🧀,2020-06-19,43000,25000,120,3314,白色、银色、镜面、温柔、显白、夏季,"白色银色美甲，带有镜面元素，整体偏温柔, 显白, 夏季风格。",4,0,data/xhs/raw/20260505_013220/notes/5eecaf86000000000101d0fb.json
668e693300000000250169e4,这么玻璃的玻璃珠 你们有吗🧚🏼‍♂️,睡觉不眨眼,2024-07-10,37000,22000,1128,5907,美甲、猫眼美甲、玻璃珠美甲、简单美甲、ins美甲、清透、猫眼、显白、韩系,"清透美甲，带有猫眼元素，整体偏显白, 韩系风格。",4,0,data/xhs/raw/20260505_013220/notes/668e693300000000250169e4.json
6780e85a000000001800ebe6,Nail🫧敲清透冰川蓝太米啦～～,李狗蛋（穿戴版）,2025-01-10,36000,21000,433,5610,蓝色美甲、氛围感美甲、亲手晒美甲、手上有璀璨星河、简单美甲、新年美甲、猫眼美甲、蓝色、清透、猫眼、新年,蓝色清透美甲，带有猫眼元素，整体偏新年风格。,3,6,data/xhs/raw/20260505_013220/notes/6780e85a000000001800ebe6.json
66b03a1b000000000502237f,水灵灵的猫眼短甲,菠萝不烫头,2024-08-05,34000,23000,592,5462,美甲、短甲美甲、猫眼美甲、裸色美甲、简约款美甲、裸色、猫眼、亮片、短甲,"裸色短甲美甲，带有猫眼, 亮片元素。",3,0,data/xhs/raw/20260505_013220/notes/66b03a1b000000000502237f.json
67341484000000001b011c76,手太丑了，蹲一个适合黄黑皮的美甲💅,Zero,2024-11-13,31000,18000,13000,7604,美甲、黄黑皮美甲显白、黄黑皮、显白,以“手太丑了，蹲一个适合黄黑皮的美甲💅”为主题的美甲，整体偏显白风格。,2,0,data/xhs/raw/20260505_013220/notes/67341484000000001b011c76.json
6670eb4100000000060049ab,奶萌猫爪🐾粉色尊嘟好嫩！,AA穿戴甲测评许姐,2024-06-18,30000,21000,426,6288,穿戴甲、穿戴甲测评、猫爪美甲、粉色、猫眼,粉色美甲，带有猫眼元素。,10,0,data/xhs/raw/20260505_013220/notes/6670eb4100000000060049ab.json
6719e5d8000000002100374e,微醺落日✨极光渐变美甲✨落霞与孤鹜齐飞,小彦彦美妆,2024-10-24,23000,23000,131,5497,指甲油、日常通勤美甲、裸粉色美甲、渐变美甲、粉嫩美甲、秋冬美甲、秋冬美甲配色、短甲美甲、美甲分享、裸色、粉色、渐变、短甲、通勤、秋冬,"裸色粉色短甲美甲，带有渐变元素，整体偏通勤, 秋冬风格。",3,0,data/xhs/raw/20260505_013220/notes/6719e5d8000000002100374e.json
666c335e000000000e033618,MNBB/My nail but better💅🏻,An apple,2024-06-14,32000,20000,364,3247,超好看的美甲、短指甲美甲、仙女美甲、指甲油分享、最显白的指甲油、粉色、白色、镜面、温柔、显白,"粉色白色美甲，带有镜面元素，整体偏温柔, 显白风格。",3,0,data/xhs/raw/20260505_013220/notes/666c335e000000000e033618.json
66750540000000001f004969,美甲美甲&自拍自拍！,linn1,2024-06-21,48000,6617,2104,1760,随手拍、怦然心动20岁,以“美甲美甲&自拍自拍！”为主题的美甲，正文描述为：来了！！ #随手拍[话题]# #怦然心动20岁[话题]#。,8,0,data/xhs/raw/20260505_013220/notes/66750540000000001f004969.json
674eba9d000000000601452c,新美甲look ✨指尖发光金闪闪💗氛围感upup,温妮的穿戴甲,2024-12-03,25000,18000,168,4975,冰透美甲、法式猫眼、温柔美甲、约会美甲、日常通勤美甲、细闪美甲、猫眼法式美甲、耐看美甲、清透美甲、穿戴甲温柔、清透、猫眼、法式、亮片、通勤、温柔,"清透美甲，带有猫眼, 法式, 亮片元素，整体偏通勤, 温柔风格。",3,0,data/xhs/raw/20260505_013220/notes/674eba9d000000000601452c.json
671f0a2700000000210013c9,气血感很足的嬛嬛美甲💅,blue,2024-10-28,32000,15000,137,3610,裸色美甲、美甲的尽头就是裸、分享美甲、日常通勤美甲、做完美甲秀一下、这就是美甲的意义吧、裸色、通勤,裸色美甲，整体偏通勤风格。,15,0,data/xhs/raw/20260505_013220/notes/671f0a2700000000210013c9.json
676b65a6000000000900e16c,做到了超喜欢的甘露寺美甲！,hxino,2024-12-25,29000,18000,286,3365,简约款美甲、裸色美甲、裸色、清透,裸色清透美甲，正文描述为：omg 和之前做的感觉都好不一样 好清透 裸门yyds#简约款美甲[话题]# #裸色美甲[话题]。,4,0,data/xhs/raw/20260505_013220/notes/676b65a6000000000900e16c.json
6716bb190000000024017af9,好爱我的新脚美甲,一只燕燕燕,2024-10-22,24000,11000,256,7233,美甲、脚趾甲美甲、猫眼美甲、秋冬美甲、蓝色美甲、显白美甲、蓝色、猫眼、显白、秋冬,"蓝色美甲，带有猫眼元素，整体偏显白, 秋冬风格。",4,0,data/xhs/raw/20260505_013220/notes/6716bb190000000024017af9.json
671d16d20000000024014e14,做了很满意的乳白渐变美甲,Yokiii,2024-10-27,25000,19000,269,4042,乳白色渐变美甲、简约美甲、蝴蝶结美甲、福州美甲、白色、渐变、蝴蝶结,"白色美甲，带有渐变, 蝴蝶结元素。",2,0,data/xhs/raw/20260505_013220/notes/671d16d20000000024014e14.json
676b6b72000000000800caab,腮红猫眼韩系女主美甲,浅海草,2024-12-25,18000,14000,150,7983,腮红美甲、超嫩少女心美甲、冰透美甲、美甲、腮红甲穿戴甲、日常通勤美甲、温柔美甲、约会美甲、清透美甲、美甲控、清透、猫眼、渐变、通勤、温柔、韩系,"清透美甲，带有猫眼, 渐变元素，整体偏通勤, 温柔, 韩系风格。",3,0,data/xhs/raw/20260505_013220/notes/676b6b72000000000800caab.json
67a1edfc0000000029031dbd,春日氛围感多巴胺童趣小短甲显白绝了！！,YOYO,2025-02-04,24000,16000,135,4628,显白美甲、美甲短甲、氛围感美甲、超嫩少女心美甲、短款美甲、彩虹美甲、可爱美甲、立体美甲、ins美甲、短甲、显白、韩系,"短甲美甲，整体偏显白, 韩系风格。",8,16,data/xhs/raw/20260505_013220/notes/67a1edfc0000000029031dbd.json
6711cf7a000000001b02c26b,白女美甲真是裸色美甲的next level,别叫我小姐姐,2024-10-18,24000,19000,245,3521,简约款美甲、乳白色美甲、白女美甲、夏日美甲、裸色、白色、清透、镜面、杏仁甲、夏季,裸色白色杏仁甲美甲，带有镜面元素，整体偏夏季风格。,6,0,data/xhs/raw/20260505_013220/notes/6711cf7a000000001b02c26b.json
67a60e9d0000000018005b48,“裸门永存”,+oo,2025-02-07,26000,16000,186,3711,裸色美甲、清透美甲、美甲的尽头就是裸、冰透美甲、简单美甲、上班族美甲、裸色系、甄嬛美甲嬛嬛、甘露寺美甲、白月光美甲、裸色、白色、清透、通勤,裸色白色美甲，整体偏通勤风格。,4,8,data/xhs/raw/20260505_013220/notes/67a60e9d0000000018005b48.json
673b55b1000000000703b6a3,谁懂啊 真纯欲白开水,云屿岛,2024-11-18,22000,16000,345,4664,美甲、美甲款式分享、纯欲、纯欲美甲、纯欲白开水美甲、白色、水钻、蝴蝶结、长甲、杏仁甲,"白色长甲美甲，带有水钻, 蝴蝶结元素。",4,0,data/xhs/raw/20260505_013220/notes/673b55b1000000000703b6a3.json
5f72c26a00000000010012da,小珍珠裸色系美甲,NNNNan,2020-09-29,26000,15000,103,1604,裸色、粉色、珍珠、温柔,裸色粉色美甲，带有珍珠元素，整体偏温柔风格。,2,0,data/xhs/raw/20260505_013220/notes/5f72c26a00000000010012da.json
674869750000000007038028,猫眼儿 我要一直缠着你👁️,山神不在家,2024-11-28,20000,14000,274,3900,美甲、猫眼美甲、短甲、猫眼,短甲美甲，带有猫眼元素。,4,0,data/xhs/raw/20260505_013220/notes/674869750000000007038028.json
672b5d71000000003c0174af,新美甲 look♡♩秋冬磨砂自然通勤渐变美甲款,Tan美甲少女战士,2024-11-06,23000,13000,68,2734,亲手晒美甲、渐变美甲、超好看的美甲、裸粉色美甲、磨砂美甲、秋冬显白美甲、秋冬美甲、美甲分享、简单美甲、日常通勤穿搭、裸色、粉色、渐变、丝绒、花朵、通勤、温柔、显白、轻奢、秋冬,"裸色粉色美甲，带有渐变, 丝绒, 花朵元素，整体偏通勤, 温柔, 显白, 轻奢风格。",6,0,data/xhs/raw/20260505_013220/notes/672b5d71000000003c0174af.json
666a3ade000000000e0333ad,小短甲粉透系列分享💗,Flechazo,2024-06-13,20000,15000,44,2768,短指甲美甲、粉色美甲、短甲美甲夏天、粉色、短甲、夏季,粉色短甲美甲，整体偏夏季风格。,6,0,data/xhs/raw/20260505_013220/notes/666a3ade000000000e0333ad.json
65c3772c000000002c011fe4,越简单的款越好看啊,momo,2024-02-07,21000,15000,297,2270,裸色美甲、气质裸色系美甲、温柔美甲、超好看的美甲、秋冬美甲、我的新年战甲、裸色、温柔、秋冬、新年,"裸色美甲，整体偏温柔, 秋冬, 新年风格。",2,0,data/xhs/raw/20260505_013220/notes/65c3772c000000002c011fe4.json
668e65280000000025006acd,我宣布！这就是银行人本命玻璃珠美甲！！！,Pen-pen,2024-07-10,15000,13000,96,4492,短甲美甲、玻璃珠美甲、超好看的美甲、夏天美甲、清透美甲、日常通勤美甲、亮晶晶美甲、简单美甲、百搭美甲、清透、亮片、短甲、通勤、夏季,"清透短甲美甲，带有亮片元素，整体偏通勤, 夏季风格。",4,0,data/xhs/raw/20260505_013220/notes/668e65280000000025006acd.json
6708e2d7000000002a036690,美甲💅六选一,小茉莉🌸,2024-10-11,16000,13000,121,3895,美甲款式分享、仙女美甲、超好看的美甲、温柔,以“美甲💅六选一”为主题的美甲，整体偏温柔风格。,6,0,data/xhs/raw/20260505_013220/notes/6708e2d7000000002a036690.json
66f5640a000000002a032617,整个可爱住！简单不翻车美甲💅,枣日莓有番心柿,2024-09-26,19000,11000,277,2619,本甲美甲、可爱系美甲、美甲推荐、粉色、手绘、显白,粉色美甲，带有手绘元素，整体偏显白风格。,2,0,data/xhs/raw/20260505_013220/notes/66f5640a000000002a032617.json
670ddb70000000002401445d,清透梅子冰✨bulingbuling~太仙啦,吃一口奶昔🍨,2024-10-15,6277,4962,25,8744,最显白的指甲油、亲手晒美甲、超好看的美甲、氛围感美甲、美甲、ins美甲、美甲分享、跳色美甲、吃一口奶昔🍨、清透、显白、韩系,"清透美甲，整体偏显白, 韩系风格。",5,0,data/xhs/raw/20260505_013220/notes/670ddb70000000002401445d.json
5f6b3dd000000000010070ba,我爱蜜桃磨砂,呐lala,2020-09-23,25000,10000,163,530,丝绒、温柔,以“我爱蜜桃磨砂”为主题的美甲，带有丝绒元素，整体偏温柔风格。,5,0,data/xhs/raw/20260505_013220/notes/5f6b3dd000000000010070ba.json
673df53d000000000702ba7b,大家短甲都做什么款式！💅,纤细的企鹅.,2024-11-20,17000,11000,422,2461,短甲美甲、渐变美甲、清透、渐变、短甲,清透短甲美甲，带有渐变元素。,1,0,data/xhs/raw/20260505_013220/notes/673df53d000000000702ba7b.json
6791a291000000001701d17d,大方干净白色法式美甲💅,毛丫头,2025-01-23,17000,11000,63,2056,日常通勤美甲、美甲、约会美甲、超好看的美甲、温柔美甲、少女心美甲、法式美甲、亲手晒美甲、简约美甲、简单美甲、白色、法式、通勤、温柔,"白色美甲，带有法式元素，整体偏通勤, 温柔风格。",3,6,data/xhs/raw/20260505_013220/notes/6791a291000000001701d17d.json
647b7715000000001203125f,极简美甲 · 几何拼色法式 气质奶杏 🏷️ 🍨,一只影子,2023-06-04,18000,11000,102,1687,亲手晒美甲、气质美甲、法式美甲、奶白色美甲、裸色美甲、冰透色美甲、ins美甲、奶茶色美甲、温柔美甲、夏天美甲、清新美甲、小米Civi3、小米Civi3双生双色、2023流行趋势是双生双色、WGSN流行趋势、流行色、配色、裸色、白色、金色、清透、法式、温柔、韩系,"裸色白色美甲，带有法式元素，整体偏温柔, 韩系风格。",7,0,data/xhs/raw/20260505_013220/notes/647b7715000000001203125f.json
676fcd8300000000090150e4,孩子们这太萌了,昨天的牛肉锅盔还香,2024-12-28,18000,10000,297,1860,美甲、短甲、星星短甲、分享美甲、这么可爱不要命啦、星星,短甲美甲，带有星星元素。,5,0,data/xhs/raw/20260505_013220/notes/676fcd8300000000090150e4.json
67692908000000000902e71d,盯上奶奶的指甲好久了 不做个美甲可惜了🥰,赛博朋奶,2024-12-23,26000,2558,1710,1258,每天都有值得记录的瞬间、美甲分享、奶奶、农村、可爱、红色、猫眼,红色美甲，带有猫眼元素。,3,0,data/xhs/raw/20260505_013220/notes/67692908000000000902e71d.json
669903bf00000000050078db,杏仁甲美甲新尝试,BING BULING,2024-07-18,13000,9665,138,3208,分享美甲、杏仁甲,杏仁甲美甲，正文描述为：#分享美甲[话题]# 初次尝试杏仁甲，其实我的手还是比较粗的，原相机拍出来还可以，满意[赞R]。,4,0,data/xhs/raw/20260505_013220/notes/669903bf00000000050078db.json
66815182000000001f0044cb,夏天不做猫眼美甲等于白过🥹,Duo_OuD,2024-06-30,15000,9112,215,2492,亲手晒美甲、短甲美甲、猫眼美甲、薄荷曼波、本甲美甲、美甲、清透、猫眼、短甲、夏季,清透短甲美甲，带有猫眼元素，整体偏夏季风格。,7,0,data/xhs/raw/20260505_013220/notes/66815182000000001f0044cb.json
66e4ceaf000000001e01a09b,超温柔的腮红极光法式美甲,陈小姐nail「客作版」,2024-09-14,14000,11000,176,2022,穿戴甲、腮红美甲、水蜜桃美甲、极光美甲、简约款美甲、横店美甲、横店美甲美睫、法式、渐变、温柔,"以“超温柔的腮红极光法式美甲”为主题的美甲，带有法式, 渐变元素，整体偏温柔风格。",3,0,data/xhs/raw/20260505_013220/notes/66e4ceaf000000001e01a09b.json
667e3f25000000001f0059f8,绝美星空美甲,Luuuuui,2024-06-28,12000,8023,109,3364,猫眼美甲、蓝色美甲、今日份美甲、亲手晒美甲、蓝色、猫眼、星星、手绘、短甲,"蓝色短甲美甲，带有猫眼, 星星, 手绘元素。",4,0,data/xhs/raw/20260505_013220/notes/667e3f25000000001f0059f8.json
66961b04000000000500719d,做个新甲甲降降温🫧🧊,我不是糕糕,2024-07-16,12000,9306,236,2379,本甲美甲、夏日美甲、超好看的美甲、小短甲美甲、渐变、花朵、短甲、夏季,"短甲美甲，带有渐变, 花朵元素，整体偏夏季风格。",3,0,data/xhs/raw/20260505_013220/notes/66961b04000000000500719d.json
667e73af000000001c034106,新美甲look🧊 ⋆薄荷色猫猫冰凉清透的夏天感,Ajiao（努力打工版）,2024-06-28,13000,8267,126,2284,iHand、漫画手、iHand抛光手膜、冰透美甲、薄荷曼波美甲、猫眼美甲、蝴蝶美甲、夏日美甲、氛围感美甲、显白美甲、清透、猫眼、蝴蝶结、显白、夏季,"清透美甲，带有猫眼, 蝴蝶结元素，整体偏显白, 夏季风格。",11,0,data/xhs/raw/20260505_013220/notes/667e73af000000001c034106.json
6735cc0d000000001b010fcc,温柔人鱼姬✨仙女极光美甲,小彦彦美妆,2024-11-14,9625,9858,29,2650,日常通勤美甲、指甲油、裸粉色美甲、最显白的指甲油、细闪美甲、粉嫩美甲、亲手晒美甲、极光美甲、仙女美甲、裸色、粉色、亮片、通勤、温柔、显白,"裸色粉色美甲，带有亮片元素，整体偏通勤, 温柔, 显白风格。",3,0,data/xhs/raw/20260505_013220/notes/6735cc0d000000001b010fcc.json
66993c2f0000000003026feb,海底捞美甲真是。。,披着凉皮的狼,2024-07-19,14000,7800,162,1550,美甲、海底捞、海底捞美甲,以“海底捞美甲真是。。”为主题的美甲，正文描述为：好好看！跟我想象中的几乎一模一样#美甲[话题]# #海底捞[话题]# #海底捞美甲[话题]#。,4,0,data/xhs/raw/20260505_013220/notes/66993c2f0000000003026feb.json
